,sentimento,txt
456,positivo,"Não é um livro que te ensina a ficar rico da noite para o dia. E  nem com dar o cano nas pessoas a ponto de ficar milionário como muitos políticos brasileiros. hahahaha Mas um livro de educação financeira. Deveria ensinar nas escolas brasileiras no ensino médio. Desconforto total e muita perda de oportunidade, apos ler o livro e mentalizar sobre o que perdeu na vida. Dai a leitura obrigatoria para os 20 anos de idade de uma pessoa. 
"
457,positivo,"O melhor livro que li este ano! O livro é muito rico em exemplos e situações em que o mindset correto pode guia-lo além do que pessoas ""comuns"" podem chegar. Gostei também das sugestões de gerenciamento financeiro apresentadas no livro. Após a leitura do livro fica muito claro identificar a diferença na forma de pensar das pessoas e as consequências nos resultados.  Recomendo a todos que estão no processo de quebra de paradigmas da sociedade atual. 
"
458,positivo,"Livro de cabeceira para quem quer ficar rico. Ele de forma simples e direta, faz com que mudemos a forma como nós enxergamos o dinheiro. Digo ""nós"" referindo às pessoas de ""mentalidade pobre"" (quem ler o livro saberá o que estou falando). Na primeira parte o livro nos possibilita a fazer um auto-diagnóstico, nos mostra como adquirimos o que o autor chama de ""modelo de dinheiro"", como desde a infância somos condicionados a maltratar o nosso dinheiro, a administrá-lo mal, sendo esse modelo o que difere os ricos das pessoas de mentalidade pobre. Na segunda parte o livro mostra como funciona a mente de uma pessoa rica, nos possibilitando a mudar o nosso modelo de dinheiro, adquirindo uma nova forma de pensar e de enxergar o dinheiro. Me fez refletir sobre como faço para ganhar e administrar o meu dinheiro. É um daqueles livro que pode mudar a vida de uma pessoa. 
"
459,positivo,"O tema do livro a primeira vista pode parecer algo do tipo ""mentalize é o dinheiro vai cair no seu colo"" mas é muito mais do que isso. Muitas pessoas já possuem o conhecimento técnico e não conseguem avançar na carreira e nas finanças, e é justamente neste ponto que esse livro ajuda. Este livro é indicado principalmente para pessoas que estão dando o seu melhor na carreira ou nos negócios e empreendimentos e mesmo assim os resultados não aparecem. O autor é bem direto a linguagem é simples e o foco é mudança interna e ação, pois é assim que se conquista a riqueza.
"
460,positivo,"O livro apresenta ideias de como mudar sua mentalidade para uma mentalidade rica, que atraia dinheiro. Interessante os pontos que o auto aborda, pois ele realmente vivenciou na pele todas as fases descritas no livro. Em diversos pontos, o livro veio de encontro com minha realidade. O que serviu de alerta para que eu possa mudar e melhorar minha vida financeira. Acredito fielmente nas ideias apresentadas no livro. Ele também serviu como um complemento de vários estudos que faço, como a Mecânica Quântica, mas focado na área financeira. Acho que todos deveriam conhecer essa obra. 
"
461,positivo,"Muito fácil de ler mas, ao mesmo tempo, leva o leitor a avaliar ou reavaliar seus conceitos e seu  relacionamento com o dinheiro e com as finanças. As ideias que ele propõe são simples e podem ser seguidas por qualquer pessoa que realmente queria mudar sua vida, não apenas no setor das finanças, mas também em outros setores. É uma lição de vida, de como acreditar em si mesmo, de como assumir a responsabilidade pelo seu sucesso como ser humano. Recomendo!! 
"
462,positivo,"A leitura deste livro é fácil, a linguagem é clara e direta. Porém ,muito mais do que isso, o livro passa uma mensagem muito objetiva de que somente nós podemos definir os nossos limites, nosso sucesso ou insucesso financeiro. O livro explica que, muitas vezes, nos boicotamos, nos colocamos na posição de vítima (consciente ou inconscientemente) e é isso que atrapalha a nossa caminhada ao sucesso financeiro. Além disso, o autor nos ensina a identificar essas nossas falhas e mais ainda, nos ensina a corrigi-las. É um excelente livro para todos os tipos de pessoas, principalmente para aquelas que não sabem porque as coisas dão certo para os outros, mas ""não dão certo"" para elas. 
"
463,positivo,"No Livro Os Segredos da Mente Milionária, o autor Harv Eker entra em uma análise se os nossos modelos de pensamento são impulsos ou travas na conquista da nossa riqueza. O Livro tem fácil leitura e é separado em duas partes, onde na primeira você é levado a uma reflexão sobre suas crenças financeiras, e na segunda parte, através de exercícios práticos, muda seu modelo mental para geração de riqueza. Excelente leitura! 
"
464,positivo,"Segredos da mente milionária traz conceitos muito valiosos para quem busca viver com abundância, tanto financeiramente, quanto pessoal e emocional. Mais especificamente como suas crenças e valores relacionadas ao dinheiro influenciam no seu destino. Pude tirar vários ensinamentos para transformar minha vida  financeira a partir de agora. Custo beneficio excelente! Sugiro esse livro a todos que querem uma vida verdadeiramente rica. 
"
465,positivo,"Tudo começa na sua mente, e muitas vezes ela já está pré-programada para errar devido à experiências ou influências do passado. Este livro vai te mostrar os caminhos pra perceber as armadilhas que sua mente prega em você e como reprogramar os seus pensamentos e ações para atingir resultados satisfatórios. Esse livro vai além do assunto riqueza material e do dinheiro especificamente, recomendo. 
"
466,positivo,"T. Harv Eker apresenta de maneira bem simples os segredos do enriquecimento pessoal em todos os sentidos. Um livro que vale a pena investir cada minuto de nossa vida para ganhar muito mais no futuro. 
"
467,positivo,"Livro excelente! Ele vai te fazer refletir sobre suas atitudes com relação ao dinheiro e sobre o destino que você dá a ele. Simplesmente o melhor que já li. Já coloquei em prática atitudes recomendadas pelo livro e já vejo melhorias significativas na minha vida em curto prazo. Acredito que a longo prazo eu me torne o milionário e acima de tudo, eu tenha uma mente milionária. Recomendado para todos os públicos. Linguagem de fácil entendimento mas não se engane, é de RICO conteúdo!
"
468,positivo,"Trata-se de livro para ler e reler periodicamente. Sobretudo no Brasil, temos uma relação muito distorcida com o dinheiro, desvinculando-o de valores fundamentais como liberdade e felicidade. A leitura nos ajuda a desmistificar isso. Há coisas que podem ser tidas como ""forçadas"", mas são propositais justamente para que possamos recuperar a nossa relação ideal para com o dinheiro. 
"
469,positivo,"Um livro fácil, texto coeso e linguagem bem direta. O autor fala dos principais pensamentos e atitudes para se ter uma vida melhor, sempre tendo a riqueza como objetivo. Ensina de forma didática a mudar padrões de pensamento e te chama para ação sempre após ensinar um preceito. O livro poderia ser indicado para todos em início de carreira e é leitura obrigatória para os que se importam com o próprio patrimônio. 
"
470,positivo,"Para mim esse livro deveria ser o primeiro passo para qualquer pessoa que quer transformar sua vida financeira. Antes de querer aprender a investir, ter um negócio de sucesso etc, primeiro você tem que mudar como você pensa sobre dinheiro, como você foi ensinado a lidar ou pensar em dinheiro. E esse livro é exatamente para isso. 
"
471,positivo,"Livro simples, que mexe com sua mente, ajuda a mudar a forma de comportamento diante de situaçoes financeiras. No final da dicas para manter o processo do aprendizado. 
"
472,positivo,"Mudar os ""arquivos"" da pobreza, pelos arquivos da riqueza. Proposta bem interessante. Quando aprofundamos um pouco no conteúdo desse livro, vimos que muita gente ao nosso redor vive de forma completamente inadequada relacionada ao dinheiro. Agora que já consegui alterar alguns arquivos, sigo praticando a troca dos outros. 
"
473,positivo,"Sempre torci o nariz para o livro até de fato comprar e ler. O conteúdo é muito bom. É importante ler com a mente abertam pois ele analisa a MENTALIDADE de pobre e ricos, não as desigualdades. É repleto de exercícios. Ao colocar em prática, você percebe o quanto tem crenças limitantes com relação ao dinheiro. Recomendo super! 
"
474,positivo,"Esse livro ampliou minha visão sobre os negócios, como também me trouxe uma outra forma de enxergar a vida, fazendo sair da zona de conforto e buscar a realização dos  meus sonhos, por mais ousados que sejam. Esse é um livro que indico a todas as pessoas que querem passar para um outro nível, em suas vidas. 
"
475,positivo,"Se você acha que este é um livro somente sobre dinheiro, você está errado(a). Caso queira mudar de atitude, melhorar sua maneira de pensar (até mesmo sobre o dinheiro) e de agir, Harv vai te ajudar a traçar um caminho honesto e simples para a melhora pessoal e a liberdade financeira. É um livro lúcido, honesto, simples e rápido de ler, ótimo de reler. Se você se sente em uma encruzilhada e precisa dar o próximo passo para se profissionalizar, vá em frente. Afinal, o que você tem a perder? P.S.: o título do livro é marketeiro demais, não traduz a profundidade do livro. Meu conselho? Esqueça o título e leia mesmo assim.
"
476,positivo,"Se você quer mudar seu mindset sobre finanças, esse é o livro que tem ler. Todas as pessoas do mundo deveriam lê-lo. O livro fala de dinheiro sem ser chato e aborda o tema de crenças de um indivíduo. Sensacional! Recomendo para todas as pessoas que conheço. 
"
477,positivo,"Sempre o desconfiei como mais um das prateleiras da auto-ajuda. Para minha surpresa, li um livro sobre a verdade da psique. Sua linha de argumentação é irrefutável do ponto de vista da realidade simples de cada pessoa. Não há quem nalgum momento não se veja com alguns desses modelos mentais que boicotam nosso sucesso. 
"
478,positivo,"O autor propõe novas formas de pensamento com relação ao trabalho e ganho de dinheiro. Além disso, fornece diversos exercícios para desenvolver uma mente milionária. Vamos à prática! 
"
479,positivo,"Aprendi demais sobre mim mesma e minha relação sobre dinheiro e principalmente aprendi que posso mudar tudo q pensava sobre finanças e q não preciso ser pobre e tudo depende da minha mente e minhas ações! Gostei muito! Lerei mais vezes 
"
480,positivo,"Com ideias simples o autor expõe tudo o que você precisa saber, e propõe que você coloque em prática, e auxilia no seu desenvolvimento pessoal e financeiro. Apresentando como pessoas bem sucedidas pensam. Utilizando técnicas que pra você enriquecer, deve primeiramente partir da própria pessoa. Um livro que eu deveria ter lido faz tempo. 
"
481,positivo,"O livro é curto e bastante objetivo. Informa sobre como somos adestrados a ter certo comportamento em relação ao dinheiro e sua acumulação. Ao mesmo tempo, o livro inspira você a quebrar estes preconceitos e passar a agir de forma diferente, no sentido de ensejar o enriquecimento. Vale muito a leitura, para todos. 
"
482,positivo,"O autor é ousado, cava bem fundo, vai la na nossa infância pra tentar apontar ""erros e hábitos"" decadentes que temos devido à nossa educação. Eu acho que para algumas pessoas esse livro pode ser meio que ""invasor"" da privacidade e da nossa história de vida. Mas é incrível. Já li e vou relê-lo!! 
"
483,positivo,"Sem palavras para a perfeição que é esse livro. Ele não contém apenas os segredos, Ele é o próprio guia, sério só ta faltando o autor sair de dentro do livro e segurar a nossa mão e dizer ""tô aqui, vamo nessa!"" Oh, na verdade, é isso que o autor faz!
"
484,positivo,"O livro é mais sobre uma reconstrução no seu modo de pensar ,do que dicas para ficar milionário em si, mas sem dúvidas esses segredos da mente milionária iram mudar totalmente o seu interior ,para depois sim você,começar a trilhar sua jornada para o sucesso. 
"
485,positivo,"Gostei muito do livro. Se for o momento do leitor, com certeza vai provocar uma mudança completa nos paradigmas/mindset. Recomendo a todas as pessoas que conheço. 
"
486,positivo,"Achei o livro muito bom e com dicas muito úteis. O autor conta um pouco sobre a sua experiência e dá 17 dicas que serão úteis no caminho para a independência financeira. A leitura é bem tranquila e agradável. 
"
487,positivo,"É um livro fantástico. Merecidamente um sucesso de vendas. Se você está lendo os comentários por estar em dúvida se deve comprá-lo ou não, prometo a você que será um ótimo investimento, pois estará comprando um formidável curso de gestão financeira por um preço irrisório. 
"
488,positivo,"É realmente um livro impressionante. Nos ensina a como podemos nos relacionar com o dinheiro. A termos mentes milionárias e agirmos mesmo diante do medo que tenra nos paralisar. 
"
489,positivo,"Esse livro me ajudou muito a mudar algumas ideias que tinha sobre dinheiro. A leitura é leve, e o autor nos leva a fazer algumas coisas que são super positivas para a parte financeira. Gostei muito! 
"
490,positivo,"O autor procura desmistificar certos dogmas que contrapõem a riqueza. Ensina como disciplinar sua mente a pensar como os homens mais ricos do mundo e assim, mostra-lhe o caminho para iniciar ou construir sua própria riqueza. 
"
491,positivo,"Sempre tive um preconceito latente com livros de autoajuda, porém este livro me mostrou o quanto eu estava errado. De fato, é um ótimo livro que não tem apenas a finalidade de te ensinar a lidar com o dinheiro. As lições do livro podem ser postas em sua vida pessoal e profissional afinal de contas ninguém que ser um monge de três dias (piada interna: leia e entenderá). Advirto que a leitura não ocorrerá em apenas uma tarde, pois a reflexão sobre os assuntos lançados é um exercício quase que constante. Recomendo!!!
"
492,positivo,"Excelente livro! Pude aprender bastante com seus conselhos, principalmente com relação a dividir em porcentagem o seu rendimento mensal e aplicar em novos conhecimentos, investimentos para o futuro etc. 
"
493,positivo,"Vai te ajudar a pensar sobre o dinheiro, casando com o Livro Pai Rico e Pai Pobre a edição revisada, vai ter dar um ótimo embasamento e já por a cabeça pra pensar sobre, como colocar o dinheiro pra trabalhar pra vc! recomendo! 
"
494,positivo,"Considero esse livro uma porta de entrada para um mundo de possibilidades, depois dele você passa a ficar sedento por mais conhecimento, ele é desafiador e gera uma grande motivação em busca da conquista de seus maiores sonhos. Recomendo. 
"
495,positivo,"Literatura excelente para quem precisa rever e mudar sua concepção sobre a finalidade do dinheiro. Muito útil para quem deseja uma melhor relação com o dinheiro em busca de qualidade de vida. 
"
496,positivo,"Li este livro há 5 anos e hoje após relê-lo, me dei conta de que é preciso lê-lo no mínimo umas 2x por ano. Reprogramar os pensamentos com os arquivos de riqueza propostos pelo autor é muito desafiador e gratificante! Leitura obrigatória para qualquer profissional de sucesso 
"
497,positivo,"Excelente livro, conteúdo de extrema importância para quem busca uma vida melhor, não ó financeiramente mais com qualidade de vida, não aborda somente assuntos financeiros mais sobre a vida particular de cada um, recomendo 
"
498,positivo,"Muito bom o livro e recomendo, é um verdadeiro ""tapa na cara"" daquela pessoa que não possui o hábito de poupar e gasta desenfreadamente sem pensar no amanhã. Assim como o próprio autor solicita, vou ler mais vezes ele. 
"
499,positivo,"Leitura obrigatória para mudar o mindset financeiro! Algumas coisas a princípio nos parecem óbvias ou temos a sensação que já sabemos... mas em alguns pontos do livro levamos um verdadeiro tapa na cara... no bom sentido obviamente!
"
500,positivo,"Livro excelente, se você quiser mudar a sua maneira de pensar sobre dinheiro recomendo a leitura desse livro não somente uma vez. Releia os tópicos e comece a praticar em seu dia a dia. 
"
501,positivo,"O guia inicial perfeito para todos aqueles que querem colocar suas finanças nos trilhos e multiplicar patrimônio mas não sabem como.Leitura leve,prazerosa,divertida e muito didática.Livro mais do que recomendado!!! 
"
502,positivo,"Excelente leitura. Recomendo para todos que estão em busca de um desenvolvimento Financeiro. Sem duvidas, o autor nos provoca a auto avaliação o que é fundamental para a mudança e consequentemente para o sucesso. 
"
503,positivo,"Livro excelente, inspirador, da aquela sensação de que da pra chegar la... So discordo da parte que fala em "" DOM "", mas respeito a visão do autor. 
"
504,positivo,"Este livro desmistifica várias crenças que temos com relação às pessoas ricas que nos impedem de prosperar e de também ser rico. Possui exercícios para por em prática os conceitos para ter uma mente milionária. 
"
505,positivo,"O livro realmente nos faz repensar em tudo, principalmente quando o assunto é dinheiro. Se vai dar resultado ou não, não sei dizer. Mas já me fez repensar muita coisa. 
"
506,positivo,"Muito interessante os conceitos do autor. faz vc pensar. 
"
507,positivo,"Esse livro está mudando a minha vida. Faço votos para que mais e mais pessoas possam lê-lo. O melhor de todos. Virou livro de cabeceira.
"
508,positivo,"Bom livro. Recomendo. O livro exige uma série de tarefas a serem executadas. Bom para quem realmente quer mudar de hábitos. Recomendo. 
"
509,positivo,"A leitura te conduz a uma reflexão sobre sua relação com o dinheiro,  procura desmistificar alguns mitos dessa relação e exalta o poder das ações.  Utiliza grandes argumentos para dizer que o enriquecimento deve começar dentro da mente do indivíduo. 
"
510,positivo,"Livro maravilhoso! Mostra como nossa maneira de lidar com o dinheiro está intimamente ligada ao nosso emocional. Além disso, nos ensina diversas ferramentas de como crescer financeiramente. 
"
511,positivo,"Fiquei surpreendido como a entrega, que foi rápida. Comprei com um desconto muito bom no site. Ainda não fiz a leitura, porém vejo muita gente comentando que é bom e recomendando, então vamos lá, preciso controlar o meu dinheiro e não deixar ele me controlar. rs 
"
512,positivo,"Esse é um livro que todas as pessoas que estão começando um negocio ou mesmo seguindo o mercado precisa ler, o livro fala mto da importam cia do dinheiro e quebra mtos paradigmas. Recomendo! 
"
513,positivo,"Muito bom!!! Um livro para a vida. Ótima obra para quem deseja organizar sua vida na parte econômica e empreendedora. 
"
514,positivo,"Recomendaria a todos, traz muito conhecimento sobre o lado financeiro e o lado pessoal. Todos nós temos o poder só basta saber usar consciente! Adorei, eu que não era chegada em finanças estou com muitos livros para ler. 
"
515,positivo,"Este livro me ajudou a mudar minha  mentalidade sobre a forma que lido com dinheiro, quebrou paradigmas e me mostrou técnicas importantes para promover meu crescimento.
"
516,positivo,"Livro que incentiva e ajuda muito como equilibrar a sua mente, e dar foco para chegar onde quiser em todos os âmbitos da vida. Leitura essencial para quem quer evoluir, crescer e mudar sua vida. 
"
517,positivo,"O livro  foi uma surpresa para mim, ainda não terminei a leitura mas quando começo simplesmente não tenho vontade de parar. Pensei que falaria somente m dinheiro e pelo contrario, o livro fala  da mente de o quanto podemos alcançar o que desejamos  tendo pensamentos positivos e alem do mais nos orienta de uma forma muito simples a deixarmos para tras condicionamentos mentais que trazemos conosco muitas vezes desde a infância. muito boa leitura. Eu indico. 
"
518,positivo,"Eu sou apenas mais um leitor deste best-seller que já vendeu mais de 1 milhão de livros no Brasil, que fiquei extremamente satisfeito e entusiasmado com o conteúdo deste livro. Leia-o e seja outra pessoa ! 
"
519,positivo,"Obra de conteúdo simples, mas profundo a ponto de refazer muitas crenças sobre a riqueza, na verdade ela quebra pasadigmas, por isso vale a pena lê-la, inclusive vou seguir a recomendação do autor: lê-la todo mês, além de outras duas obras! 
"
520,positivo,"O Livro é muito bom de se ler a cada capítulo me empolgava com cada coisa que lia e nossa nem palavras cabem pra dizer o quanto aprendi com o livro. Quebra de tabus e mitos que avia em minha mento estou muito satisfeito 
"
521,positivo,"O autor propicia de uma forma simples e direta atributos para a construção de um Mindset efetivo no alcance da riqueza e prosperidade tanto financeira quanto na sensação de plenitude em relação a vida como um todo. 
"
522,positivo,"Neste livro você obterá dicas e regras para se tornar um milionário ou algo parecido (rsrsrsrs). São dicas valiosas e que ninguém faz ideia de que são por influência familiar a tão famosa pobreza. 
"
523,positivo,"Recomendo esta leitura à todos que querem ter sucesso em seus negócios. Certamente este livro não poderá estar de fora de sua coleção.
"
524,positivo,"Aprendi muito e estou motivado a mudar meus arquivos de riqueza pra alcançar minha liberdade financeira. Quando visitar o Canada ou USA certamente participarei de um de seus seminarios. 
"
525,positivo,"Melhor do que parece. Dicas para mudar o enfoque do jeito de pensar e lidar com o cotidiano. Exemplo: pare de reclamar e encare crises como oportunidades. 
"
526,positivo,"linguagem simples de entender. mudou drasticamente a maneira como eu via o mundo do dinheiro. recomendo muito. 
"
527,positivo,"Livro excelente, servindo de suporte para a mudança e desmistificação de conceitos financeiros que adquirimos ao longo da vida, nos ajudando atingir sucesso nas finanças. 
"
528,positivo,"Livro ótimo, ele faz você voltar no tempo e repensar atitudes que não imaginava que fazia, mas que faz todo sentido. Dá muitas dicas de como podemos melhorar nossa atitude e mudar o mindset para conseguir prosperar 
"
529,positivo,"Leitura fácil e dicas que ajudam em todas as esferas da nossa vida. Ele fornece mecanismos que nos ajuda a pensar de maneira prática e positiva, fazendo com que valorizemos o dinheiro como algo bom e muito benéfico. 
"
530,positivo,"Se você pensa que sabe tudo sobre ser rico, leia este livro! Acabei de ler e durante a leitura muita coisa já mudou em minhas atitudes e os resultados das minhas ações também. 
"
531,positivo,"Muito bom para desenvolver suas atitudes sobre sua vida e negócio ter sucesso nas finanças as vezes requer um pouco de ensinamentos que depende de vc mesmo.
"
532,positivo,"Muito interessante a forma como o autor conduz com conceitos simples e ao final apresenta pequenas mas interessantes estratégias de finanças. 
"
533,positivo,"Excepcional. Leitura essencial para virar a chave para uma vida mais próspera e de grandes realizações. Coloquei em prática e já estou tendo bons resultados. 
"
534,positivo,"Recomendo esse livro, transformador e impactante. Leiam e saberão o que digo, eu li e gostei do livro. Algumas dicas desse livro já estão sendo implementadas 
"
535,positivo,"Muito bom! Reler com frequencia 
"
536,positivo,"Reformula sua forma de pensar sobre o que você pensa e foi moldado a respeito de dinheiro. Leitura mais que essencial para quem quer mudar seu mindset para a abundância. 
"
537,positivo,"Recomendo a tds q querem aprender a lidar com dinhei e fazer projetos...Qdo estava lendo fiz varias reflexões , mandei pequenos parágrafos a vários amigos e familiares...Vale a pena ler. 
"
538,positivo,"Ótimo para desmentir algumas crenças limitantes sobre os ricos e as riquezas. Você terá muitos insigths com o que o autor descreve. Simplesmente revelador. 
"
539,positivo,"O livro me foi recomendado pelo meu coaching. Obrigado Mestre o livro é perfeito. Já percebo mudanças acontecendo em mim antes mesmo de termina-lo. Imperdível!
"
540,positivo,"Leitura simples, didática, mas de grande transformação pessoal. Excelente para quem busca mudança. Os conceitos abordados pelo autor podem ser aplicados em diferentes áreas da vida. 
"
541,positivo,"Livro excelente para todos que desejam buscar uma vida próspera e equilibrada . Fundamental para empreendedores. Leitura obrigatória . Recomendado . 
"
542,positivo,"Estou maravilhada com este livro! Abriu meus olhos para problemas internos aos quais sempre me questionei; possui atividades que instigam o leitor. Excelente! 
"
543,positivo,"Um livro com uma comunicação simples e objetiva, mostrar o quão fácil (mas não tão simples) é se tornar uma pessoa melhor, mais prospera, e consequentemente, mais rica. Recomendo com toda certeza 
"
544,positivo,"Um livro espetacular, quebrando alguns paradigmas. Um livro para se ler em muitas etapas da vida. Super indico. O autor aborda o tema de uma maneira muito singular. 
"
545,positivo,"Excelente livro, para quem busca ideias inovadoras. O livro é extremamente pragmático e atual. Recomendo. 
"
546,positivo,"Ótimo Livro 
"
547,positivo,"Arnaldo excelente oportunidade para rever seu mind  set, aproveite para colocar seu ""eu"" em.perspectiva that's itnegou the oppottunity to change  your  life
"
548,positivo,"Se quer construir riqueza tem que ter mente de gente milionária. Livro excelente. Muito importante aprender com quem sabe fazer na prática. 
"
549,positivo,"Livro fácil de ler, contém um conteúdo muito conciso com dicas de ações, não é apenas uma leitura, um livro para a vida inteira. Com certeza lerei novamente. 
"
550,positivo,"Este livro desperta sua mente para determinados padrões de comportamento prejudiciais. ""e um livro que te faz pensar. Excelente livro 
"
551,positivo,"Esse livro é simplismente sensacional! Quando lerem, apliquem as dicas não só ao seu relacionamento com o dinheiro, mas com todos os outros relacionamentos que vc tm na vida, incluindo a si próprio! 
"
552,positivo,"Excelente leitura para quem busca prosperidade, o autor oferece diversas dicas e exercícios práticos, recomendo a leitura dessa obra incrível 
"
553,positivo,"É um típico livro de auto-ajuda. Porém, os ensinamentos deste livro são muito importantes não só para a parte financeira, mas o nosso modo de vida como um todo. 
"
554,positivo,"Esse livro minha vida de verdade! Peguei o melhor dele e releio constantemente, pois é uma banho de realidade! REcomendo com toda certeza. 
"
555,positivo,"Dicas excelentes para praticar uma nova forma de pensar. Objetivo, linguagem clara. Sem duvidas, vale leitura obrigatória para quem quer sair da zona de conforto.
"
556,positivo,"Não fala só de dinheiro senão tambem de prosperidade em varios aspectos. Recomendo a todos os que trabalham muito e nao sabem como gerar riqueza com seu esforço. 
"
557,positivo,"Este livro é excepcional, mudou o modelo que o eu tinha sobre dinheiro. Agora a minha vida vai mudar para melhor. ""Eu tenho a mente milionária"""" 
"
558,positivo,"O autor vai fundo na nossa mentalidade, o verdadeiro motivo pelo qual lidamos com o dinheiro. Chega de mentalidade pobre ou de classe média. Os arquivos mentais nos transformam! Indico para todos que ainda acham que nunca serão ricos. 
"
559,positivo,"Nunca julgue um livro pelo título. Me surpreendeu completamente. Super indicado pra que quiser dar um mindset geral sobre como vê o dinheiro. 
"
560,positivo,"Esse livro é transformador. Nos direciona a ter uma mente vencedora. O título descreve bem o que é o livro, a mente milionária. Não se trata apenas de dinheiro. 
"
561,positivo,"Linguagem muito clara e objetiva se você desejar mudar sua vida financeira esse livro dará uma enorme contribuição. Excedente livro !!! 
"
562,positivo,"Li por indicação de um consultor financeiro. Vale a pena. Leitura rápida e fácil com exercícios simples. Vale a pena inclusive reler. 
"
563,positivo,"Leitura excelente, linguagem simples e divertida, com grandes ensinamentos para foco na mente milionária. Indico para qualquer pessoa que deseje abrir sua mente para a prosperidade.
"
564,positivo,"Pra quem busca uma nova forma de pensar, abrir novos horizontes ou apenas ter uma nova visão sobre pensamento dos ricos, este livro é o caminho. 
"
565,positivo,"Entrega muito rápida e eficiente. Livro dispensa comentários, excelente conceito de reprogramação mental e muito bom para desenvolvimento da mentalidade empreendedora. Leia de mente aberta! 
"
566,positivo,"Incrível o livro, assim como os outros dois que comprei, pensando justamente numa educação financeira, pai rico pai pobre e o homem mais rico da babilônia. Tanto um quanto os outros me deram uma luz incrível, uma direção que jamais pensei antes. 
"
567,positivo,"Recomendo a leitura para quem busca descobrir melhor os fundamentos e a essência do seu modos operante com relação à riqueza, trabalho e dinheiro: a leitura vai obrigando o leitor a fazer certos statements e pequenas ""lições de casa"" 
"
568,positivo,"Livro fantástico, nos faz abrir os olhos para as crenças que nos acompanham desde sempre. Recomendo para todas as pessoas que desejam olhar para si e mudar a forma de pensar. 
"
569,positivo,"Recomento a toda mente empreendedora que deseja ter resultados efetivos. Livro explora muito bem questões tangentes ao comportamento das pessoas de sucesso financeiro. 
"
570,positivo,"Este livro ensina-nos a pensar de uma forma totalmente diferente, não só em relação ao dinheiro, como também no nosso dia-a-dia. 
"
571,positivo,"O livro é muito bom. Ele consegue mudar sua forma de ver o dinheiro, a riqueza, abre sua mente, quebra paradigmas.
"
572,positivo,"Esse livro é definitivamente o meu favorito. As ideias apresentadas no livro causam uma transformação mental. Recomendo! 
"
573,positivo,"Livro maravilhoso! Recomendo para todas as pessoas, para se libertarem das crenças que impedem de crescer financeiramente. Durante a leitura eu fui tomando consciência das atitudes que tenho (tinha) a respeito de dinheiro e estou melhorando a cada dia. 
"
574,positivo,"Todo mundo deveria ler esse livro! Muda a sua relação com o dinheiro, independente da sua area de atuação ou ambições. 
"
575,positivo,"Livro de fácil compreensão e chama a atenção não somente para melhorarmos a área financeira pessoal como ajuda a termos outra visão da vida. 
"
576,positivo,"Livro que deve ser interpretado de uma forma bem distinta, maneira correta de leitura é com um “lápis e papel na mão”, pois mudanças aparecem varias vezes no decorrer do mesmo. 
"
577,positivo,"Excelente livro! Recomendo muito! Vc pode melhorar sua vida financeira criando rendas passivas! Pratique e veja o resultado! Boa sorte! 
"
578,positivo,"Oportunidade de conhecer uma forma de organizar-se financeiramente. Sem considerar muito os aspectos ""auto ajuda"", o conteúdo ainda assim vale a pena. 
"
579,positivo,"Se você está procurando um livro que te ajuda a desenvolver se lado interior para refletir no seu eu exterior esse livro é para você
"
580,positivo,"Totalmente objetivo. Recomendo muito. Li todos os dias e pretendo ler novamente, para fixar as ideias abordadas. Muito bom autor. 
"
581,positivo,"Livro maravilhoso, um livro para ser lido todo ano , pode ter certeza que vale a pena ler cada página dessa livro !! 
"
582,positivo,"Ensinamentos preciosos sobre a vida! Princípios que podem ser aplicados em qualquer área da vida, como forma de se alcançar o crescimento pessoal e profissional. 
"
583,positivo,"Livro de extrema importância para quem deseja ser alguém na vida, não apenas no dinheiro. Você começa a entender que riqueza não é apenas ter mais dinheiro e sim se tornar uma pessoa melhor. 
"
584,positivo,"Excelente livro. Conteúdo riquíssimo. Recomendo sua leitura para todos os que quiserem, assim como eu, mudar de vida, aplicando estes conceitos. 
"
585,positivo,"Sem dúvidas este é o livro que mais tem ajudado-me... Gosto de presentar meu ciclo de amizades com livro e esta é uma execelente opção... 
"
586,positivo,"Incrível, sensacional. Um livro para ler uma vez por mês, aprendizados referentes ao financeiro mas que se aplicam a todas as áreas da vida. Fácil de ler e entender... Linguagem acessível, super didático. Parece que o autor fala com a gente. Recomendo muitoooo. 
"
587,positivo,"Otimo livro. Precisa ser lido e praticado sempre. Recomendo para quem quer mudar sua visão do dinheiro e crescer como ser
"
588,positivo,"Ótimo livro para quem busca uma orientação, um guia nos negócios. Mostra como erramos diariamente nas atitudes e pensamento, o que causa o afastamento da fortuna em nossas vidas. 
"
589,positivo,"Top demais. Maravilhoso. Simplesmente fantástico. É tudo que alguém quer para o início de uma profunda e verdadeira transformação de vida. 
"
590,positivo,"Um livro prático com ótimas dicas e exemplos. Recomendo sem dúvida para todos. Um livro fundamental para o sucesso financeiro. 
"
591,positivo,"Harv é um milionário brilhante e nos ensina todos os caminhos que traçou, vale muito a pena esta leitura, Amei. Recomendo muito. 
"
592,positivo,"Excelente livro, de fácil leitura e com conteúdo valioso. Indispensável para muitas areas da vida e não só a financeira. 
"
